episode,score,total_reward,epsilon,steps,avg_loss,merge_rate,max_level_merges
372,3101,988,0.27515151515151515,251,3.7369537082801303,85.2589641434263,0
373,2289,688,0.27454545454545454,182,3.290433515559186,84.61538461538461,0
374,3685,1050,0.2739393939393939,273,3.7429540235917647,88.27838827838828,0
375,3818,1013,0.2733333333333333,270,3.695242075566892,88.51851851851852,0
376,2673,844,0.2727272727272727,198,3.7891693006862295,85.85858585858585,0
377,3150,911,0.2721212121212121,236,3.442288978120028,85.16949152542372,0
378,3301,979,0.2715151515151515,240,3.8363716577490172,87.5,0
379,2604,701,0.27090909090909093,184,3.713484127236449,86.41304347826086,0
380,3913,1098,0.2703030303030303,278,3.65476775641064,91.72661870503596,0
381,2152,622,0.2696969696969697,171,3.2554308573404946,81.87134502923976,0
382,2809,720,0.2690909090909091,206,3.5881645870440213,90.29126213592234,0
383,3385,947,0.2684848484848485,256,3.7210305011831224,85.546875,0
384,2273,639,0.2678787878787879,180,3.927397827307383,84.44444444444444,0
385,2854,769,0.2672727272727273,222,3.7464561561743417,83.78378378378379,0
386,2220,663,0.26666666666666666,173,3.998243408396065,79.1907514450867,0
387,3127,878,0.26606060606060605,218,3.9574405840777476,86.23853211009175,0
388,3493,1008,0.26545454545454544,256,3.8961817072704434,87.109375,0
389,2560,691,0.26484848484848483,187,3.880553300367957,83.9572192513369,0
390,4525,1369,0.2642424242424242,325,3.809735738314115,89.84615384615384,1
391,2926,875,0.2636363636363636,229,3.874548334742217,84.71615720524017,0
392,3006,817,0.263030303030303,237,3.7729714374501997,87.34177215189874,0
393,3455,996,0.2624242424242424,260,3.6445611852865953,88.46153846153845,0
394,4148,1096,0.26181818181818184,281,3.8217943283162508,90.74733096085409,1
395,3346,1043,0.26121212121212123,244,3.696083584281265,86.88524590163934,0
396,4351,1209,0.2606060606060606,314,3.536601256413065,91.0828025477707,0
397,3390,1014,0.26,262,3.575894446318386,85.49618320610686,0
398,3085,841,0.2593939393939394,231,3.5099563918588483,85.28138528138528,0
399,2533,716,0.2587878787878788,179,3.9654676514630878,85.47486033519553,0
400,2101,626,0.2581818181818182,176,4.296209261498668,77.27272727272727,0
401,3891,1150,0.25757575757575757,282,3.7396236425595926,89.71631205673759,0
402,2668,716,0.25696969696969696,193,3.9765911738489574,86.52849740932642,0
403,3124,822,0.25636363636363635,236,3.6154731289815096,86.86440677966102,0
404,2397,704,0.25575757575757574,196,3.7277996096075796,81.63265306122449,0
405,4251,1120,0.25515151515151513,299,4.068242864465235,90.96989966555184,1
406,3265,881,0.2545454545454545,251,3.6740003411038464,86.85258964143426,0
407,2653,696,0.2539393939393939,208,4.375027916752375,86.0576923076923,0
408,3691,1038,0.25333333333333335,280,3.7780088867459978,85.71428571428571,0
409,3548,886,0.25272727272727274,259,3.933247929834491,89.57528957528957,0
410,3667,987,0.25212121212121213,252,4.348717605310773,88.09523809523809,0
411,3728,958,0.2515151515151515,259,3.884440656334277,89.96138996138995,0
412,4229,1238,0.2509090909090909,299,3.8614062453592104,89.63210702341136,1
413,4500,1320,0.2503030303030303,322,3.66794128521629,88.50931677018633,1
414,1856,540,0.2496969696969697,177,4.085564616709779,79.09604519774011,0
415,2441,666,0.2490909090909091,189,4.4567990082281606,83.06878306878306,0
416,4627,1317,0.2484848484848485,301,3.9557305023915745,91.0299003322259,1
417,3312,922,0.2478787878787879,242,4.173626866715013,86.36363636363636,0
418,4977,1441,0.24727272727272728,343,3.952116171403112,90.37900874635568,1
419,5876,1661,0.24666666666666667,390,3.7874208312768203,93.58974358974359,1
420,4991,1415,0.2460606060606061,345,3.976338528895724,90.14492753623189,0
421,4025,1039,0.24545454545454545,264,4.040492795181997,89.01515151515152,0
422,2865,870,0.24484848484848487,215,3.970351308445598,84.18604651162791,0
423,2180,606,0.24424242424242426,174,3.943977136721556,78.73563218390804,0
424,3452,909,0.24363636363636365,248,3.9086944648335056,85.88709677419355,0
425,3372,926,0.24303030303030304,234,3.797881708185897,88.46153846153845,0
426,4313,1111,0.24242424242424243,293,3.832630146485547,90.78498293515358,0
427,2167,685,0.24181818181818182,184,4.034322436089101,82.6086956521739,0
428,2591,711,0.2412121212121212,203,3.921231884087248,84.72906403940887,0
429,3003,758,0.2406060606060606,218,4.267945863238168,85.77981651376146,0
430,3306,980,0.24,267,4.418255336722185,85.76779026217228,0
431,2446,695,0.23939393939393938,183,3.8195643457558637,80.32786885245902,0
432,2170,695,0.2387878787878788,183,4.076962553738245,81.9672131147541,0
433,3261,930,0.2381818181818182,235,3.833216420133063,87.65957446808511,0
434,4712,1194,0.23757575757575758,309,4.060176779537139,93.20388349514563,1
435,5679,1750,0.23696969696969697,390,4.130948203343611,92.56410256410257,1
436,2372,704,0.23636363636363636,186,3.81480291710105,81.72043010752688,0
437,2193,680,0.23575757575757578,163,3.9289062352268243,80.98159509202453,0
438,2025,577,0.23515151515151517,162,4.404974551112564,79.01234567901234,0
439,3391,938,0.23454545454545456,238,4.067523759954116,87.81512605042016,1
440,3917,1113,0.23393939393939395,278,3.8576520505568963,89.92805755395683,0
441,2767,784,0.23333333333333334,216,4.157261503515421,81.48148148148148,0
442,2853,870,0.23272727272727273,219,4.14253327563473,84.93150684931507,0
443,3290,906,0.23212121212121212,252,4.139443327037115,84.92063492063492,0
444,4382,1283,0.2315151515151515,308,3.9094852882546265,90.5844155844156,0
445,4120,1098,0.2309090909090909,296,3.8490741470375576,91.21621621621621,0
446,3528,959,0.2303030303030303,251,3.8943210707242746,89.64143426294821,0
447,1975,587,0.22969696969696968,172,3.7862271597219066,79.65116279069767,0
448,2335,664,0.22909090909090907,178,3.949797108601988,82.58426966292134,0
449,4281,1162,0.22848484848484849,317,3.906519212933369,88.32807570977917,1
450,3317,959,0.22787878787878785,243,4.415794746865951,88.88888888888889,0
451,3249,926,0.22727272727272727,242,4.113363043828444,85.12396694214877,0
452,6023,1616,0.22666666666666666,393,3.87786378690608,92.1119592875318,1
453,3484,1030,0.22606060606060605,252,3.854242818696158,87.6984126984127,0
454,3779,976,0.22545454545454546,263,4.084668385211959,88.212927756654,1
455,4228,1225,0.22484848484848485,288,4.130824289388126,89.23611111111111,0
456,4045,1088,0.22424242424242424,289,4.1240160733358255,89.27335640138409,1
457,2484,693,0.22363636363636363,198,3.9334817396269903,82.82828282828282,0
458,2290,703,0.22303030303030302,186,4.209524801982346,82.25806451612904,0
459,4242,1229,0.2224242424242424,310,4.01985841220425,88.70967741935483,0
460,3939,989,0.2218181818181818,277,3.734735090810039,90.25270758122743,0
461,2793,735,0.2212121212121212,201,3.8816884056252627,87.56218905472637,0
462,2214,708,0.22060606060606058,177,4.040897556617435,81.35593220338984,0
463,3990,998,0.21999999999999997,264,3.806249226584579,89.39393939393939,0
464,3004,829,0.21939393939393936,211,3.8207581478272568,86.7298578199052,0
465,2073,600,0.21878787878787875,177,3.8742551379284618,80.7909604519774,0
466,2056,527,0.21818181818181817,171,4.006678887975146,79.53216374269006,0
467,3114,869,0.21757575757575756,231,4.361180296191922,84.84848484848484,0
468,2689,720,0.21696969696969695,193,4.203486155969491,88.08290155440415,0
469,3965,972,0.21636363636363634,280,3.862643555658204,89.28571428571429,0
470,2222,683,0.21575757575757576,176,4.056325062432072,82.95454545454545,0
471,2397,710,0.21515151515151515,197,4.174528135866078,80.20304568527918,0
472,3777,1008,0.21454545454545457,281,3.87878965440594,88.25622775800713,0
473,3766,1007,0.21393939393939393,262,4.18449621801158,88.54961832061069,0
474,3660,970,0.21333333333333335,258,3.7581722020178803,87.59689922480621,0
475,2572,755,0.21272727272727274,204,4.346793172990575,83.33333333333334,0
476,1745,488,0.21212121212121213,155,3.6891572252396614,77.41935483870968,0
477,3111,909,0.21151515151515154,231,4.021884635413364,86.58008658008657,0
478,2002,589,0.21090909090909093,171,3.7713065928185894,80.11695906432749,0
479,3002,783,0.21030303030303032,209,4.274149124702198,85.64593301435407,0
480,3460,970,0.20969696969696972,258,4.206844527129979,89.14728682170544,0
481,3122,800,0.2090909090909091,236,3.66757576849501,86.86440677966102,0
482,2408,668,0.2084848484848485,195,3.784501835016104,85.12820512820512,0
483,5525,1550,0.20787878787878789,385,4.052091916195758,90.9090909090909,1
484,2572,669,0.20727272727272728,190,4.112373563490416,87.36842105263159,0
485,5474,1547,0.20666666666666667,370,3.976649823382094,93.78378378378378,1
486,3300,938,0.20606060606060606,224,4.061846870929003,84.82142857142857,0
487,2266,614,0.20545454545454545,180,4.3326097276475695,82.22222222222221,0
488,2837,744,0.20484848484848484,212,3.9305809668774874,85.37735849056604,0
489,2769,776,0.20424242424242425,204,3.7382701518488863,84.31372549019608,0
490,4630,1201,0.20363636363636364,319,4.089338931544074,91.53605015673982,0
491,3553,928,0.20303030303030306,252,3.9509566057296026,89.28571428571429,0
492,4986,1420,0.20242424242424242,338,4.178571279232319,92.01183431952663,1
493,2873,790,0.2018181818181818,211,3.6593377143850825,85.30805687203792,0
494,2830,767,0.20121212121212123,206,3.7782696045718147,85.43689320388349,0
495,2220,544,0.20060606060606062,183,3.809004234485939,81.9672131147541,0
496,2732,787,0.2,215,3.7262624890305274,83.72093023255815,0
497,3523,896,0.1993939393939394,245,4.009649814391623,88.9795918367347,0
498,2287,684,0.1987878787878788,186,3.759020136889591,80.64516129032258,0
499,3926,975,0.19818181818181818,268,3.5900797087754777,88.43283582089553,0
500,3649,1012,0.19757575757575757,256,3.9063820810988545,88.671875,0
501,2004,591,0.19696969696969696,164,3.9868095429932198,80.48780487804879,0
502,2478,670,0.19636363636363635,195,3.2978770482234467,81.53846153846153,0
503,5686,1543,0.19575757575757574,388,3.839755866945404,90.72164948453609,1
504,2363,681,0.19515151515151513,190,3.848323791278036,83.15789473684211,0
505,3088,922,0.19454545454545455,238,3.907109007114122,85.29411764705883,0
506,3256,837,0.19393939393939394,238,4.122390758089659,86.1344537815126,0
507,7959,2266,0.1933333333333333,533,3.9577958733682115,93.43339587242026,2
508,2352,614,0.19272727272727272,179,3.6765846480204405,82.68156424581005,0
509,4413,1303,0.1921212121212121,318,3.9191879202734747,91.50943396226415,0
510,2637,788,0.19151515151515153,200,3.7720840734243395,82.0,0
511,2035,613,0.19090909090909092,156,3.419165148949012,80.12820512820514,0
512,2470,648,0.1903030303030303,202,3.8761838916504736,82.17821782178217,0
513,2218,636,0.1896969696969697,180,4.338839837577608,80.0,0
514,3521,955,0.1890909090909091,248,4.191382174530337,90.32258064516128,1
515,2490,679,0.18848484848484848,181,3.875238547667614,83.42541436464089,0
516,3124,884,0.18787878787878787,242,3.8546970580235,87.19008264462809,0
517,1986,540,0.18727272727272726,163,4.011286605355198,80.3680981595092,0
518,3180,897,0.18666666666666665,242,4.146207403052937,85.53719008264463,0
519,3410,885,0.18606060606060604,242,4.015292754843215,89.25619834710744,0
520,2708,691,0.18545454545454543,193,3.7411328375030677,86.01036269430051,0
521,3423,1003,0.18484848484848482,250,3.5155787000656127,89.60000000000001,0
522,2915,882,0.1842424242424242,229,4.112956514004536,86.8995633187773,0
523,3006,864,0.18363636363636363,233,4.006478065073234,86.69527896995707,0
524,3552,1014,0.18303030303030302,248,4.064388482801376,91.12903225806451,0
525,3055,979,0.18242424242424243,247,3.9311195824310365,86.23481781376519,0
526,3089,843,0.1818181818181818,231,4.494572963033404,87.44588744588745,0
527,5289,1531,0.18121212121212119,357,3.918475836932826,91.31652661064426,1
528,2859,849,0.1806060606060606,206,3.798273035044809,85.92233009708737,0
529,2503,687,0.18,196,4.2494515265737265,85.20408163265306,0
530,2122,610,0.17939393939393938,177,4.013272604026364,79.66101694915254,0
531,3828,1022,0.17878787878787877,265,3.9056116760901687,89.81132075471699,0
532,2769,779,0.17818181818181816,206,4.269401329234966,83.49514563106796,0
533,3277,985,0.17757575757575755,238,4.017217812417936,87.81512605042016,0
534,4922,1321,0.17696969696969694,335,4.171832297809089,91.34328358208955,1
535,4514,1193,0.17636363636363633,313,3.9294880003974844,90.09584664536742,1
536,3866,998,0.17575757575757572,255,4.116633334814334,88.62745098039215,0
537,3038,934,0.1751515151515151,228,3.9849353777734855,87.28070175438597,0
538,3529,931,0.17454545454545453,257,4.354554383207388,87.54863813229572,0
539,2507,579,0.17393939393939392,182,3.813100826609266,82.41758241758241,0
540,2785,806,0.1733333333333333,218,4.010650331274085,87.1559633027523,0
541,4812,1347,0.1727272727272727,330,4.0969758550326025,92.42424242424242,0
542,8901,2454,0.1721212121212121,581,4.0499084092253455,95.00860585197934,2
543,2380,669,0.17151515151515148,186,4.134837371687735,83.33333333333334,0
544,4590,1288,0.1709090909090909,306,3.850534028087566,91.17647058823529,1
545,5831,1495,0.1703030303030303,371,3.809476335414979,92.18328840970351,1
546,2820,737,0.16969696969696965,217,4.147704557889068,84.7926267281106,0
547,3479,1001,0.16909090909090907,260,4.321536301191037,85.76923076923076,0
548,2223,676,0.16848484848484846,179,4.216866659052545,82.12290502793296,0
549,3953,1156,0.16787878787878785,284,3.9610568536839015,90.14084507042254,0
550,3908,1037,0.16727272727272724,258,4.12828734216764,93.4108527131783,1
551,4947,1397,0.16666666666666663,335,3.8899156250170805,90.44776119402985,1
552,3337,929,0.16606060606060602,238,3.853118418645458,84.45378151260505,0
553,4795,1242,0.1654545454545454,323,4.197589562773335,90.71207430340557,0
554,3526,1136,0.16484848484848483,267,3.8648426805096174,86.51685393258427,0
555,3201,898,0.16424242424242422,230,4.291199012424634,85.65217391304348,0
556,2879,729,0.1636363636363636,215,3.8044109272402387,85.5813953488372,0
557,3205,950,0.163030303030303,241,3.891981368737597,84.64730290456431,0
558,2269,641,0.1624242424242424,161,4.10691908131475,85.09316770186336,0
559,3443,998,0.16181818181818178,250,4.039444111347199,89.60000000000001,0
560,2971,807,0.1612121212121212,210,4.0322027081534975,85.71428571428571,0
561,3158,861,0.16060606060606056,234,3.9303227291147933,85.8974358974359,0
562,2319,680,0.15999999999999995,186,4.071774687818301,84.40860215053763,0
563,5041,1321,0.15939393939393937,344,4.011697635401127,91.86046511627907,1
564,3349,906,0.1587878787878788,230,3.9306628781816233,90.43478260869566,0
565,4722,1226,0.15818181818181823,321,3.7044701297706535,90.34267912772586,1
566,2857,746,0.15757575757575762,206,4.126850018802198,86.89320388349515,0
567,3169,836,0.15696969696969698,243,3.985102491123686,86.0082304526749,0
568,1940,574,0.1563636363636364,150,3.924850641886393,83.33333333333334,0
569,2979,863,0.1557575757575758,211,3.780999707384697,87.67772511848341,0
570,6545,1811,0.15515151515151518,427,4.068924904707165,94.14519906323186,1
571,6061,1620,0.15454545454545457,406,3.8700534930370125,92.11822660098522,1
572,2812,815,0.15393939393939396,214,3.9153854523863747,87.38317757009347,0
573,3569,879,0.15333333333333335,259,3.9190561221373126,85.71428571428571,1
574,3028,930,0.15272727272727274,236,4.501653654595553,83.89830508474576,0
575,2821,764,0.15212121212121216,201,3.972772533027687,86.56716417910447,0
576,1846,562,0.15151515151515155,149,4.533141266579596,79.86577181208054,0
577,2594,778,0.15090909090909094,209,4.244648675599167,84.688995215311,0
578,3020,895,0.15030303030303033,227,3.874963935251278,83.70044052863436,0
579,3433,980,0.14969696969696972,255,3.902635363971486,89.01960784313725,0
580,2726,781,0.1490909090909091,212,3.860649923670967,83.9622641509434,0
581,4479,1144,0.14848484848484853,306,4.4566466843380645,89.86928104575163,1
582,2546,646,0.1478787878787879,193,3.797899464251464,84.4559585492228,0
583,4456,1271,0.14727272727272728,322,3.9612097229276384,90.06211180124224,0
584,3234,947,0.1466666666666667,247,4.377978719680415,87.4493927125506,0
585,3389,852,0.14606060606060609,236,4.04450829756462,87.71186440677965,0
586,4923,1386,0.14545454545454548,328,4.163595750201039,91.76829268292683,1
587,1806,529,0.14484848484848487,163,3.991164083129789,79.75460122699386,0
588,3093,868,0.14424242424242426,218,3.965335107724601,87.1559633027523,0
589,3234,816,0.14363636363636365,223,3.9913319552425848,87.89237668161435,0
590,2297,644,0.14303030303030306,190,4.241948715009188,82.10526315789474,0
591,3226,906,0.14242424242424245,251,3.8642811447500707,89.2430278884462,0
592,4081,1128,0.14181818181818182,272,4.227559374535785,87.86764705882352,1
593,2814,822,0.14121212121212123,208,3.922044577506872,83.65384615384616,0
594,4100,1201,0.14060606060606062,289,3.820593120730047,89.27335640138409,1
595,2642,772,0.14,196,3.9024655320206465,83.16326530612244,0
596,2646,701,0.1393939393939394,192,4.106844435135524,89.0625,0
597,2836,885,0.1387878787878788,214,3.883609723264926,84.57943925233646,0
598,3229,850,0.13818181818181818,231,3.9110784711259785,87.87878787878788,0
599,3973,1112,0.1375757575757576,287,4.0212638349067875,89.19860627177701,0
600,2030,649,0.136969696969697,168,3.5422521297420775,82.14285714285714,0
601,3651,1052,0.13636363636363638,273,3.9627258279821373,86.44688644688645,0
602,3145,879,0.13575757575757577,226,3.9275889644580606,86.72566371681415,0
603,2788,745,0.13515151515151516,186,3.8219900156861994,87.63440860215054,0
604,3287,940,0.13454545454545455,253,4.014454700258881,86.56126482213439,0
605,2754,747,0.13393939393939394,212,4.1233654348355415,84.90566037735849,0
606,1927,585,0.13333333333333336,162,3.798634661568536,81.48148148148148,0
607,3348,811,0.13272727272727272,228,4.257269574361935,88.1578947368421,0
608,4255,1159,0.1321212121212121,294,4.051265461915205,89.79591836734694,1
609,2473,685,0.13151515151515153,189,4.050892715100889,83.5978835978836,0
610,3830,1085,0.13090909090909092,272,3.9144880898735104,87.5,0
611,4448,1227,0.1303030303030303,305,4.25846094772464,91.80327868852459,1
612,3107,917,0.1296969696969697,225,4.239826407962375,86.66666666666667,0
613,2936,880,0.1290909090909091,221,4.031138936858372,89.14027149321268,0
614,3754,1051,0.12848484848484848,267,4.318206604053912,88.76404494382022,1
615,3196,842,0.1278787878787879,235,3.964076483503301,87.2340425531915,0
616,4502,1332,0.1272727272727273,324,4.235219535636313,91.0493827160494,0
617,2570,770,0.12666666666666665,197,4.018913643614289,85.27918781725889,0
618,2284,624,0.12606060606060607,168,4.2369643393017,82.14285714285714,0
619,3789,1052,0.12545454545454546,254,3.969362334003599,91.73228346456693,1
620,1870,554,0.12484848484848485,157,4.198118339678285,80.2547770700637,0
621,3282,910,0.12424242424242427,232,4.314753619761302,87.5,0
622,4069,1187,0.12363636363636363,288,4.0479824766516685,90.27777777777779,0
623,4346,1245,0.12303030303030302,290,4.096989492301283,90.6896551724138,1
624,2428,773,0.12242424242424244,201,3.9125806508372674,82.08955223880598,0
625,1967,574,0.12181818181818183,163,4.326778821418622,76.68711656441718,0
626,4642,1336,0.12121212121212122,328,4.225016346973617,91.15853658536585,1
627,2093,582,0.1206060606060606,175,4.220251380375453,78.28571428571428,0
628,5265,1358,0.12,349,4.1103397549735785,91.97707736389685,1
629,5054,1354,0.11939393939393939,335,4.0670612911679855,92.23880597014926,1
630,2744,697,0.11878787878787878,195,4.132190468372443,87.17948717948718,0
631,2156,622,0.1181818181818182,173,3.716306259866395,82.65895953757226,0
632,5060,1601,0.11757575757575756,338,4.122750319320069,93.78698224852072,1
633,3639,1065,0.11696969696969697,261,3.995826337072584,88.88888888888889,0
634,6157,1643,0.11636363636363636,401,4.5487378725684495,93.51620947630923,1
635,2213,583,0.11575757575757575,171,4.173314093149196,84.21052631578947,0
636,3404,914,0.11515151515151514,235,4.514522973020026,88.93617021276596,0
637,3993,1050,0.11454545454545453,272,4.272669394664905,88.60294117647058,0
638,3212,868,0.11393939393939392,226,4.550280394807326,87.61061946902655,0
639,1926,520,0.11333333333333331,153,4.72598195387647,80.3921568627451,0
640,3842,1005,0.11272727272727273,277,4.735061926101519,88.08664259927798,0
641,5474,1531,0.11212121212121212,356,4.22385483143035,93.82022471910112,1
642,3687,996,0.11151515151515148,248,4.688532283229213,88.30645161290323,1
643,1712,498,0.1109090909090909,148,4.445501382286484,76.35135135135135,0
644,9325,2645,0.11030303030303029,599,4.181676948010822,94.82470784641069,2
645,2364,613,0.10969696969696968,172,4.553236230861309,83.13953488372093,0
646,4997,1347,0.1090909090909091,341,3.7443140661261998,91.20234604105572,1
647,3177,869,0.10848484848484846,224,4.390883856586048,86.60714285714286,0
648,2530,794,0.10787878787878788,198,4.313386852091009,87.37373737373737,0
649,3255,1003,0.10727272727272727,238,3.9733021149114403,89.49579831932773,0
650,2519,702,0.10666666666666663,196,3.9851562034110635,87.24489795918367,0
651,2897,830,0.10606060606060605,213,4.074403038606957,85.91549295774648,0
652,4536,1340,0.10545454545454544,313,4.334807567322216,92.01277955271566,1
653,5843,1662,0.10484848484848486,399,4.197760354904902,93.98496240601504,1
654,5984,1693,0.10424242424242422,387,4.057465370003259,93.7984496124031,1
655,2578,696,0.10363636363636361,191,4.060989167053662,83.7696335078534,0
656,4108,1034,0.10303030303030303,269,4.120524137879836,88.47583643122677,1
657,1698,539,0.10242424242424239,158,4.561890792243088,73.41772151898735,0
658,4374,1300,0.10181818181818181,302,3.9728464326321684,90.72847682119205,0
659,4605,1166,0.1012121212121212,294,3.883385434442637,91.15646258503402,1
660,3303,1012,0.10060606060606056,235,3.6912777489804207,89.7872340425532,0
661,2884,828,0.1,218,4.131160044888838,83.4862385321101,0
662,2408,674,0.09985294117647059,180,4.029935341411167,82.77777777777777,0
663,2796,831,0.09970588235294119,228,4.070070768134636,84.21052631578947,0
664,2765,861,0.09955882352941177,202,4.2770955645211854,83.66336633663366,0
665,4553,1192,0.09941176470588235,317,4.367168226452656,92.11356466876973,1
666,4468,1236,0.09926470588235295,312,4.509969351383356,90.38461538461539,0
667,4369,1096,0.09911764705882353,307,4.396886363868217,89.57654723127035,0
668,5213,1433,0.09897058823529412,358,4.401953529046234,91.34078212290503,1
669,2529,691,0.09882352941176471,193,3.640181679799767,84.4559585492228,0
670,1886,480,0.0986764705882353,153,4.773329205762327,79.73856209150327,0
671,2647,737,0.0985294117647059,194,4.412732414978066,88.65979381443299,0
672,4206,1161,0.09838235294117648,308,4.701984866485967,88.63636363636364,0
673,3384,935,0.09823529411764706,221,4.449447297402637,87.78280542986425,0
674,4193,1142,0.09808823529411766,293,4.036120235513095,90.44368600682594,0
675,3711,1023,0.09794117647058824,272,4.4519919542705315,87.13235294117648,0
676,2913,855,0.09779411764705882,221,4.1290495390266315,88.23529411764706,0
677,3291,955,0.09764705882352942,234,4.60072539250056,89.74358974358975,0
678,2269,616,0.0975,169,4.3300953186475315,81.65680473372781,0
679,2490,621,0.09735294117647059,176,4.925426140427589,86.93181818181817,0
680,5354,1489,0.09720588235294118,370,4.427999267062625,91.35135135135135,1
681,2917,861,0.09705882352941177,224,4.1794594292129785,87.5,0
682,3270,859,0.09691176470588235,230,4.337059934242912,86.52173913043478,0
683,3563,1012,0.09676470588235295,254,4.4790633757283365,87.79527559055119,0
684,4441,1206,0.09661764705882353,305,4.408996459304309,91.14754098360656,0
685,2988,850,0.09647058823529411,230,4.435072337544483,84.34782608695653,0
686,5353,1452,0.09632352941176471,362,4.2382137897264895,92.26519337016575,1
687,4529,1246,0.0961764705882353,303,4.361715116516591,89.76897689768977,1
688,3262,867,0.09602941176470589,236,4.5080625818947615,87.28813559322035,0
689,2313,644,0.09588235294117649,180,5.543417662382126,78.33333333333333,0
690,3326,970,0.09573529411764707,236,4.361220681566303,90.67796610169492,0
691,3551,1016,0.09558823529411767,262,4.354299830571386,88.54961832061069,0
692,3356,905,0.09544117647058825,247,4.450175055125464,85.82995951417004,0
693,3305,950,0.09529411764705883,232,4.146794608440892,86.20689655172413,0
694,3462,923,0.09514705882352943,247,4.47766909377295,88.66396761133603,0
695,3488,1024,0.09500000000000001,251,4.288619213370213,89.64143426294821,0
696,3087,821,0.09485294117647061,228,4.569623328091805,86.8421052631579,0
697,2453,733,0.0947058823529412,212,4.2340293374826325,79.24528301886792,0
698,3177,862,0.09455882352941178,224,4.100746564034905,86.60714285714286,0
699,3997,1095,0.09441176470588238,293,4.1356186577891325,89.76109215017065,0
700,3405,882,0.09426470588235296,242,4.272840791497349,88.42975206611571,0
701,2450,638,0.09411764705882354,175,4.284990079743522,83.42857142857143,0
702,4165,1160,0.09397058823529414,282,4.848411949813789,89.00709219858156,0
703,3577,890,0.09382352941176472,247,4.206906921467801,89.06882591093117,0
704,3440,999,0.0936764705882353,245,4.237937416835707,87.34693877551021,0
705,5498,1508,0.0935294117647059,371,4.1612025152319525,91.91374663072777,1
706,4512,1247,0.09338235294117649,326,4.074096137029262,90.79754601226993,0
707,4828,1319,0.09323529411764707,348,4.266434603723987,89.9425287356322,0
708,2787,823,0.09308823529411767,216,4.226876206971981,83.33333333333334,0
709,3457,1036,0.09294117647058825,254,4.028792626745119,89.37007874015748,0
710,4465,1314,0.09279411764705883,315,4.317285005251566,92.06349206349206,1
711,3792,1059,0.09264705882352943,266,4.438964541245224,90.97744360902256,0
712,4417,1298,0.09250000000000001,316,4.389679180670388,89.24050632911393,1
713,4847,1410,0.09235294117647061,334,4.379612345538454,91.61676646706587,1
714,2014,603,0.09220588235294119,171,4.235498564285145,81.87134502923976,0
715,3664,1098,0.09205882352941178,269,4.340559945673747,87.36059479553904,0
716,5353,1449,0.09191176470588236,359,4.344540520962899,92.20055710306406,1
717,4021,1113,0.09176470588235296,280,4.229698241608483,88.92857142857142,1
718,3069,842,0.09161764705882354,228,4.078888792740671,85.08771929824562,0
719,3394,993,0.09147058823529414,253,4.080289561757929,85.7707509881423,0
720,2259,632,0.09132352941176472,185,4.123349190402675,82.70270270270271,0
721,5424,1489,0.0911764705882353,364,4.3304357174988635,92.3076923076923,1
722,2012,646,0.0910294117647059,170,3.823509465946871,80.0,0
723,5138,1349,0.09088235294117648,354,4.419406055057117,91.52542372881356,1
724,3262,1003,0.09073529411764707,260,4.070755274479206,86.15384615384616,0
725,2978,900,0.09058823529411766,236,4.527324384551937,86.01694915254238,0
726,4537,1359,0.09044117647058825,335,4.365799137727538,90.44776119402985,1
727,4222,1132,0.09029411764705883,286,4.192705201935935,91.95804195804196,1
728,2674,796,0.09014705882352943,194,4.378890306064763,84.02061855670104,0
729,3084,831,0.09000000000000001,228,4.219909847305532,83.77192982456141,0
730,3991,1005,0.08985294117647061,276,4.058408358822698,89.13043478260869,1
731,3201,819,0.08970588235294119,235,4.552375487063793,86.80851063829788,0
732,4330,1171,0.08955882352941177,293,4.544855360691865,91.12627986348123,1
733,4386,1229,0.08941176470588237,322,4.47502944447239,90.37267080745342,0
734,3350,938,0.08926470588235295,252,4.55055040736047,90.47619047619048,0
735,3587,1103,0.08911764705882354,275,5.008739706386219,87.27272727272727,0
736,2405,729,0.08897058823529413,193,4.562435287268051,82.38341968911918,0
737,3015,808,0.08882352941176472,209,4.017752909204036,87.5598086124402,0
738,5065,1440,0.0886764705882353,326,4.360104853024512,91.1042944785276,1
739,3777,1007,0.0885294117647059,266,4.3353003778852015,89.09774436090225,0
740,2910,769,0.08838235294117648,227,4.436497640504711,84.58149779735683,0
741,4779,1317,0.08823529411764706,338,4.56108590766523,90.8284023668639,0
742,2563,649,0.08808823529411766,193,4.038660397801374,81.34715025906736,0
743,3134,925,0.08794117647058824,241,4.065737306824364,87.13692946058092,0
744,4535,1238,0.08779411764705883,308,4.41446719038022,91.55844155844156,0
745,3004,814,0.08764705882352943,216,4.403930981402044,84.25925925925925,0
746,2845,837,0.08750000000000001,203,5.316021164649813,84.23645320197043,0
747,3225,995,0.0873529411764706,243,3.7891458307274086,85.18518518518519,0
748,4604,1287,0.08720588235294119,319,4.242181297379975,89.96865203761756,0
749,4866,1406,0.08705882352941177,332,4.015794079705893,90.96385542168674,1
750,3684,1057,0.08691176470588237,260,4.21793386890338,89.61538461538461,0
751,2559,652,0.08676470588235295,192,4.5853673952321214,81.77083333333334,0
752,3805,921,0.08661764705882354,256,4.345734545495361,88.28125,1
753,2566,827,0.08647058823529413,201,4.23544665059047,86.56716417910447,0
754,4067,1072,0.08632352941176472,283,4.607707115028435,90.81272084805654,0
